	A
1204	0.0010994721703298537
1205	0.0010956637870020605
1206	0.001091868634425457
1207	0.0010880865899428006
1208	0.0010843176507158506
1209	0.0010805617865048795
1210	0.00107681890423768
1211	0.0010730890020501614
1212	0.0010693720344044663
1213	0.001065667913553936
1214	0.0010619766455786704
1215	0.001058298163136176
1216	0.001054632389590961
1217	0.0010509793515514271
1218	0.0010473389462877555
1219	0.0010437111493823252
1220	0.0010400959354785828
1221	0.0010364932374860526
1222	0.0010329030023219052
1223	0.0010293252400414398
1224	0.0010257598347785204
1225	0.001022206784392091
1226	0.0010186660599064714
1227	0.0010151375738235112
1228	0.0010116213242917782
1229	0.001008117268310019
1230	0.0010046253232665941
1231	0.0010011454950307772
1232	0.0009976777196607205
1233	0.0009942219254330496
1234	0.0009907781371991061
1235	0.0009873462578971067
1236	0.0009839262650625357
1237	0.0009805181343512008
1238	0.0009771218024060607
1239	0.0009737372196267223
1240	0.0009703643952749768
1241	0.0009670032198994148
1242	0.000963653691986239
1243	0.0009603157837777746
1244	0.0009569894130170492
1245	0.0009536745778697034
1246	0.000950371237730277
1247	0.0009470793148212158
1248	0.0009437988148057405
1249	0.0009405296769734925
1250	0.0009372718342024439
1251	0.0009340253097004589
1252	0.0009307900117766836
1253	0.0009275659197309886
1254	0.0009243530102437103
1255	0.0009211512234688924
1256	0.0009179605130636415
1257	0.0009147808875542741
1258	0.0009116122435490581
1259	0.0009084545800970757
1260	0.0009053078706136728
1261	0.0009021720377703124
1262	0.0008990470797533342
1263	0.0008959329582197114
1264	0.0008928295999436062
1265	0.0008897370103861176
1266	0.0008866551319083558
1267	0.0008835839016973238
1268	0.0008805233414247058
1269	0.0008774733645079301
1270	0.0008744339517793057
1271	0.0008714050810096278
1272	0.0008683866956356107
1273	0.0008653787523608986
1274	0.000862381259030323
1275	0.0008593941179770333
1276	0.0008564173287530706
1277	0.0008534508659039181
1278	0.0008504946567342176
1279	0.0008475486994551435
1280	0.0008446129578598757
1281	0.0008416873630082199
1282	0.0008387719201633626
1283	0.0008358665746056916
1284	0.0008329712675573827
1285	0.0008300860192541177
1286	0.0008272107479370575
1287	0.0008243454358630983
1288	0.0008214900618456718
1289	0.0008186445724237384
1290	0.0008158089271511326
1291	0.000812983133240854
1292	0.0008101670984347052
1293	0.0008073608227327018
1294	0.0008045642817687028
1295	0.0008017774072030376
1296	0.0007990001972752269
1297	0.0007962326177953704
1298	0.0007934746038583187
1299	0.0007907261605342977
1300	0.0007879872358772752
1301	0.0007852577748888361
1302	0.0007825377964616232
1303	0.0007798272233923705
1304	0.0007771260392620414
1305	0.0007744342238803034
1306	0.0007717517267183284
1307	0.0007690785099960358
1308	0.0007664145803409094
1309	0.0007637598506042255
1310	0.000761114321184443
1311	0.0007584779687622216
1312	0.0007558507290935
1313	0.0007532326004483352
1314	0.0007506235505418661
1315	0.00074802351826762
1316	0.0007454325085079986
1317	0.0007428504719519711
1318	0.0007402773571407497
1319	0.0007377131817111203
1320	0.0007351578727619871
1321	0.0007326114151047379
1322	0.0007300737895006003
1323	0.0007275449481927699
1324	0.0007250248558940477
1325	0.0007225135186902365
1326	0.0007200108542591696
1327	0.0007175168633522998
1328	0.0007150315236569126
1329	0.0007125547747797172
1330	0.0007100866150234266
1331	0.0007076270139022089
1332	0.0007051759138863271
1333	0.0007027333196746506
1334	0.0007002991844602923
1335	0.0006978734600984571
1336	0.0006954561630527087
1337	0.0006930472244837941
1338	0.0006906466303468443
1339	0.0006882543623118905
1340	0.0006858703752422363
1341	0.0006834946361818933
1342	0.0006811271507153581
1343	0.0006787678410801797
1344	0.0006764167083386869
1345	0.0006740737311461832
1346	0.000671738852729684
1347	0.0006694120714268609
1348	0.0006670933584504721
1349	0.0006647826596376984
1350	0.0006624799795098926
1351	0.0006601852736385324
1352	0.00065789849698246
1353	0.0006556196649076571
1354	0.0006533487124116841
1355	0.0006510856265117211
1356	0.0006488303897452556
1357	0.0006465829594526211
1358	0.0006443433048579126
1359	0.0006421114310815382
1360	0.0006398872646681915
1361	0.0006376708069533669
1362	0.000635462037522868
1363	0.000633260903007169
1364	0.0006310674017799755
1365	0.0006288815066588057
1366	0.0006267031666508479
1367	0.0006245323861039752
1368	0.0006223691228498043
1369	0.000620213334753108
1370	0.0006180650361543
1371	0.0006159241656732543
1372	0.0006137907113140413
1373	0.0006116646564427764
1374	0.0006095459607407378
1375	0.0006074345954700327
1376	0.0006053305653225731
1377	0.000603233800911611
1378	0.0006011443038111436
1379	0.0005990620545002684
1380	0.0005969870028100111
1381	0.000594919147151494
1382	0.0005928584618568002
1383	0.0005908048989181169
1384	0.0005887584625152782
1385	0.0005867191126264331
1386	0.000584686809836825
1387	0.0005826615675289735
1388	0.0005806433277431723
1389	0.0005786320793999706
1390	0.0005766278066559455
1391	0.0005746304714056933
1392	0.000572640046816925
1393	0.0005706565371845661
1394	0.0005686798769659585
1395	0.0005667100679417258
1396	0.0005647470914491555
1397	0.0005627909003275484
1398	0.0005608414930270729
1399	0.0005588988453100333
1400	0.0005569629119788519
1401	0.0005550336970498403
1402	0.0005531111625408183
1403	0.0005511952715839527
1404	0.000549286036665947
1405	0.0005473834030575938
1406	0.0005454873605301802
1407	0.000543597893994973
1408	0.0005417149674378355
1409	0.0005398385558088198
1410	0.0005379686630357019
1411	0.0005361052272072325
1412	0.0005342482502813296
1413	0.0005323977144198232
1414	0.0005305535752901851
1415	0.000528715831381857
1416	0.000526884459808048
1417	0.0005250594180170724
1418	0.0005232407098668229
1419	0.0005214282993117045
1420	0.0005196221518691051
1421	0.0005178222791884252
1422	0.0005160286295909826
1423	0.000514241193637258
1424	0.0005124599569592749
1425	0.0005106848855196736
1426	0.0005089159559340033
1427	0.0005071531717913496
1428	0.0005053964746108267
1429	0.00050364586650167
1430	0.0005019013304163688
1431	0.0005001628246817242
1432	0.0004984303478272314
1433	0.0004967038782415204
1434	0.0004949833758635467
1435	0.0004932688443983613
1436	0.0004915602496396652
1437	0.0004898575593371645
1438	0.0004881607843583732
1439	0.00048646987590515646
1440	0.00048478482527053045
1441	0.00048310561877353404
1442	0.0004814322242457228
1443	0.00047976461985967177
1444	0.00047810280889149783
1445	0.0004764467361003774
1446	0.000474796403723696
1447	0.00047315179547236923
1448	0.0004715128721732608
1449	0.00046987963239593193
1450	0.00046825205573386273
1451	0.00046663010447099365
1452	0.0004650137821637229
1453	0.00046340305635296714
1454	0.0004617978968784465
1455	0.0004601983138767531
1456	0.00045860426126956326
1457	0.0004570157310299705
1458	0.0004554327101323152
1459	0.00045385516817457764
1460	0.00045228308478435786
1461	0.0004507164629493345
1462	0.0004491552504894413
1463	0.00044759944974799635
1464	0.0004460490451638455
1465	0.00044450399991417285
1466	0.00044296431260890747
1467	0.0004414299639787218
1468	0.0004399009185158005
1469	0.00043837717963268285
1470	0.0004368587165295312
1471	0.0004353455010181131
1472	0.00043383754250437103
1473	0.00043233479752659905
1474	0.0004308372586719674
1475	0.0004293449135403524
1476	0.0004278577333992096
1477	0.0004263756992810953
1478	0.0004248988137724023
1479	0.0004234270277194871
1480	0.0004219603435071565
1481	0.00042049874627212314
1482	0.0004190422014008522
1483	0.0004175907075441287
1484	0.0004161442465064528
1485	0.00041470278485853236
1486	0.0004132663258741773
1487	0.0004118348403291577
1488	0.0004104083018983247
1489	0.00040898671925314924
1490	0.0004075700514541895
1491	0.0004061582916405678
1492	0.0004047514280087568
1493	0.0004033494334038466
1494	0.00040195229017124355
1495	0.00040056000052730216
1496	0.00039917251817368765
1497	0.00039778984552295765
1498	0.000396411968380768
1499	0.0003950388542106006
1500	0.0003936705017035307
1501	0.0003923068936783394
1502	0.0003909479986628102
1503	0.00038959381979643645
1504	0.000388244329350884
1505	0.00038689950274351084
1506	0.0003855593479645463
1507	0.0003842238264499572
1508	0.00038289293185227256
1509	0.0003815666529367915
1510	0.0003802449640398508
1511	0.0003789278487310733
1512	0.0003776153088909086
1513	0.0003763073009106822
1514	0.0003750038272194055
1515	0.00037370487426349047
1516	0.0003724104114595121
1517	0.0003711204375384284
1518	0.0003698349362767792
1519	0.00036855387804451403
1520	0.0003672772658519023
1521	0.0003660050733908733
1522	0.0003647372777076499
1523	0.0003634738861609815
1524	0.00036221486242464084
1525	0.00036096020062794363
1526	0.0003597098900783205
1527	0.0003584639065219427
1528	0.0003572222346701823
1529	0.00035598487609876054
1530	0.00035475178973204527
1531	0.00035352297800606214
1532	0.0003522984279811458
1533	0.00035107811090942027
1534	0.000349862025561783
1535	0.00034865015661906704
1536	0.0003474424761857186
1537	0.00034623898714669556
1538	0.0003450396645429282
1539	0.00034384448694335955
1540	0.00034265346112134196
1541	0.0003414665528582455
1542	0.00034028375672675237
1543	0.0003391050625510828
1544	0.00033793044740949293
1545	0.00033675989707844604
1546	0.00033559341285760815
1547	0.0003344309560573218
1548	0.0003332725291367866
1549	0.0003321181196684826
1550	0.00033096770070628606
1551	0.00032982127103506814
1552	0.0003286788161893235
1553	0.0003275403099067454
1554	0.0003264057549514394
1555	0.00032527512764465443
1556	0.00032414840797910874
1557	0.0003230256021856577
1558	0.00032190667803100103
1559	0.00032079163049915577
1560	0.00031968044990737294
1561	0.00031857311459282427
1562	0.0003174696113250918
1563	0.00031636994115391613
1564	0.0003152740676373485
1565	0.00031418199325619476
1566	0.00031309370605090206
1567	0.00031200918079273227
1568	0.00031092841627374055
1569	0.0003098513988345136
1570	0.00030877810374995134
1571	0.0003077085336680122
1572	0.00030664266612531
1573	0.0003055804824454718
1574	0.00030452198835640646
1575	0.00030346715349527414
1576	0.0003024159732280066
1577	0.0003013684383413825
1578	0.0003003245283626016
1579	0.0002992842309872263
1580	0.0002982475470394248
1581	0.0002972144421939256
1582	0.0002961849189427762
1583	0.0002951589657816323
1584	0.0002941365590905092
1585	0.00029311769767152566
1586	0.00029210236862672303
1587	0.0002910905486781761
1588	0.00029008224036152706
1589	0.0002890774223673129
1590	0.00028807607726318333
1591	0.000287078210311281
1592	0.00028608379291021504
1593	0.0002850928207807123
1594	0.00028410528515704554
1595	0.0002831211666910184
1596	0.0002821404539411099
1597	0.0002811631475285709
1598	0.00028018921512171306
1599	0.0002792186592142782
1600	0.0002782514687438443
1601	0.00027728762159792274
1602	0.00027632711659136735
1603	0.0002753699415448315
1604	0.00027441607454301817
1605	0.00027346551801339956
1606	0.0002725182517417692
1607	0.0002715742594581814
1608	0.0002706335459937906
1609	0.0002696960844063407
1610	0.00026876187074569594
1611	0.00026783089667234926
1612	0.0002669031439011097
1613	0.0002659786017948877
1614	0.00026505727079204777
1615	0.00026413912043885956
1616	0.0002632241532222387
1617	0.00026231235850879785
1618	0.00026140371559781517
1619	0.00026049822331961954
1620	0.0002595958701732427
1621	0.0002586966355261113
1622	0.00025780052170133397
1623	0.0002569075095244809
1624	0.00025601758381196794
1625	0.00025513074899561104
1626	0.0002542469796960981
1627	0.0002533662722687394
1628	0.00025248861877999224
1629	0.0002516140019489969
1630	0.0002507424118885792
1631	0.0002498738488729815
1632	0.0002490082842171864
1633	0.00024814572039353363
1634	0.0002472861471849459
1635	0.0002464295452131619
1636	0.00024557591332562676
1637	0.0002447252406620618
1638	0.0002438775077974423
1639	0.00024303271695438368
1640	0.00024219084994501228
1641	0.0002413518926011152
1642	0.00024051584898489666
1643	0.0002396826951891752
1644	0.0002388524278522309
1645	0.00023802503942753323
1646	0.00023720051358327288
1647	0.00023637884113074557
1648	0.00023556002219748292
1649	0.00023474402976428544
1650	0.00023393086628232775
1651	0.00023312052193759592
1652	0.00023231297859066917
1653	0.0002315082351079656
1654	0.0002307062812339298
1655	0.00022990709868005342
1656	0.00022911068957247145
1657	0.00022831703665951181
1658	0.00022752612672145343
1659	0.0002267379634786282
1660	0.00022595252441044621
1661	0.0002251698064175634
1662	0.00022438980232170985
1663	0.00022361249668802804
1664	0.00022283788097867552
1665	0.00022206595519004321
1666	0.00022129669387162187
1667	0.00022053009944784035
1668	0.0002197661624947826
1669	0.00021900486603332512
1670	0.00021824620895007055
1671	0.00021749018156057707
1672	0.0002167367666461725
1673	0.00021598596623977978
1674	0.0002152377639783253
1675	0.00021449214752824685
1676	0.00021374912029357618
1677	0.00021300866105943388
1678	0.00021227076696991415
1679	0.00021153543119721945
1680	0.0002108026391541057
1681	0.0002100723829087077
1682	0.00020934466234088896
1683	0.00020861945347756724
1684	0.0002078967587108969
1685	0.00020717656899456741
1686	0.0002064588684360697
1687	0.0002057436559434064
1688	0.0002050309223709323
1689	0.00020432065150728705
1690	0.00020361284529675142
1691	0.00020290748821583535
1692	0.00020220456876210132
1693	0.0002015040900460863
1694	0.00020080603208268114
1695	0.00020011039224115772
1696	0.00019941716402755002
1697	0.00019872633365543171
1698	0.00019803789375731084
1699	0.00019735184410936096
1700	0.00019666816213009979
1701	0.00019598685017486187
1702	0.00019530789956227748
1703	0.0001946312954172097
1704	0.00019395703667020634
1705	0.00019328511468419713
1706	0.00019261551419564416
1707	0.00019194823706412457
1708	0.00019128326856127903
1709	0.00019062059796242238
1710	0.0001899602281059556
1711	0.0001893021401651804
1712	0.00018864633171776266
1713	0.00018799279658739302
1714	0.00018734152174407678
1715	0.0001866925003459827
1716	0.00018604573207753414
1717	0.00018540119566749273
1718	0.00018475889343061007
1719	0.0001841188170379709
1720	0.00018348095256710633
1721	0.00018284529897156544
1722	0.00018221184809435098
1723	0.00018158058556413866
1724	0.00018095151315864215
1725	0.00018032461690399337
1726	0.00017969988680171782
1727	0.00017907732543871892
1728	0.00017845691507896734
1729	0.00017783865349307106
1730	0.0001772225348069118
1731	0.0001766085467051886
1732	0.0001759966828350527
1733	0.00017538694280020114
1734	0.00017477930656331978
1735	0.00017417377639498637
1736	0.00017357034430634776
1737	0.00017296899726703825
1738	0.00017236973425404959
1739	0.00017177254756338702
1740	0.00017117742366320004
1741	0.00017058436425245043
1742	0.00016999335607318223
1743	0.00016940438980451804
1744	0.0001688174678010707
1745	0.00016823257335392956
1746	0.0001676497044119762
1747	0.00016706885538836412
1748	0.00016649001464308832
1749	0.00016591317627822957
1750	0.00016533833982659298
1751	0.0001647654864125797
1752	0.0001641946182598281
1753	0.0001636257277074236
1754	0.00016305880255992487
1755	0.00016249384181817774
1756	0.0001619308382055844
1757	0.00016136977898029216
1758	0.0001608106657650182
1759	0.00016025348598125907
1760	0.00015969823094035012
1761	0.00015914490278225526
1762	0.00015859348576504812
1763	0.00015804397800244784
1764	0.0001574963741807345
1765	0.00015695066329751145
1766	0.0001564068398781476
1767	0.00015586490339344493
1768	0.0001553248360616546
1769	0.00015478664005668665
1770	0.00015425030803385822
1771	0.0001537158285791469
1772	0.00015318320071732168
1773	0.00015265241757481557
1774	0.00015212346715325187
1775	0.00015159635100172014
1776	0.00015107105718604376
1777	0.00015054757760748642
1778	0.0001500259142076654
1779	0.00014950605215508392
1780	0.0001489879897153851
1781	0.00014847172183460889
1782	0.00014795723811244103
1783	0.0001474445334677732
1784	0.00014693360731734016
1785	0.0001464244429093424
1786	0.00014591704236576966
1787	0.00014541139864627297
1788	0.00014490750106818946
1789	0.0001444053486801549
1790	0.00014390493498868078
1791	0.00014340624869467485
1792	0.00014290929127617108
1793	0.00014241405141017212
1794	0.00014192052154801102
1795	0.00014142870344791434
1796	0.00014093858313561172
1797	0.00014045015901676468
1798	0.00013996342628399018
1799	0.00013947837510558354
1800	0.0001389950007665577
1801	0.00013851330263555664
1802	0.000138033264931431
1803	0.0001375548897220584
1804	0.0001370781702599778
1805	0.00013660309654671158
1806	0.00013612966765437888
1807	0.0001356578774480182
1808	0.0001351877152861971
1809	0.0001347191825782569
1810	0.00013425226858057576
1811	0.00013378696625746176
1812	0.00013332327719766572
1813	0.0001328611882335809
1814	0.00013240069789986138
1815	0.00013194180162331046
1816	0.00013148449010887256
1817	0.0001310287589930582
1818	0.00013057460756856902
1819	0.0001301220210023387
1820	0.0001296710012950456
1821	0.00012922154198067123
1822	0.0001287736337008542
1823	0.00012832727555081239
1824	0.00012788246173327746
1825	0.0001274391822254322
1826	0.00012699743837008766
1827	0.0001265572199728645
1828	0.00012611852047599386
1829	0.0001256813413116771
1830	0.00012524567007139435
1831	0.00012481150540835656
1832	0.00012437884297144972
1833	0.00012394767397222914
1834	0.00012351799437293834
1835	0.0001230898034000697
1836	0.0001226630871108451
1837	0.00012223784743874762
1838	0.00012181407818814862
1839	0.00012139177059908066
1840	0.00012097092378945574
1841	0.00012055153228010476
1842	0.00012013358662979046
1843	0.0001197170881167402
1844	0.00011930202706720322
1845	0.0001188883973686002
1846	0.00011847620030819696
1847	0.00011806542419176062
1848	0.0001176560677812756
1849	0.000117248126936227
1850	0.0001168415933459576
1851	0.00011643646327454761
1852	0.00011603273589106432
1853	0.00011563039808849786
1854	0.00011522945173425534
1855	0.00011482989088896713
1856	0.0001144317073553936
1857	0.00011403490027215035
1858	0.00011363946445969961
1859	0.00011324539102342332
1860	0.00011285268117889561
1861	0.00011246132574540414
1862	0.00011207131902503337
1863	0.00011168266217084248
1864	0.00011129534416049235
1865	0.00011090936385542358
1866	0.00011052471731477938
1867	0.00011014139667851987
1868	0.00010975939848985173
1869	0.00010937872186844571
1870	0.00010899935449167726
1871	0.00010862129816432536
1872	0.00010824454718270212
1873	0.00010786909388543168
1874	0.00010749493742780346
1875	0.00010712207291216323
1876	0.00010675049195742244
1877	0.00010638019571836454
1878	0.00010601117548115737
1879	0.00010564342593360255
1880	0.0001052769481045466
1881	0.00010491173160424721
1882	0.00010454777538258676
1883	0.00010418507568998296
1884	0.00010382362509044941
1885	0.00010346342038587892
1886	0.00010310446065176739
1887	0.00010274673430309912
1888	0.00010239024308130492
1889	0.0001020349815093521
1890	0.00010168094242571284
1891	0.00010132812500177898
1892	0.00010097652460511029
1893	0.00010062613333692811
1894	0.00010027695229269513
1895	9.992897320055661e-05
1896	9.958219110707969e-05
1897	9.923660692584068e-05
1898	9.889221086768905e-05
1899	9.854900194508024e-05
1900	9.82069766072415e-05
1901	9.786612781177587e-05
1902	9.752645260112729e-05
1903	9.718795000774386e-05
1904	9.685060914378502e-05
1905	9.651443168528466e-05
1906	9.617941237301544e-05
1907	9.584554451149117e-05
1908	9.551282728757531e-05
1909	9.518125631794011e-05
1910	9.485082415671366e-05
1911	9.45215318414865e-05
1912	9.419337151852334e-05
1913	9.386633856769138e-05
1914	9.354043379564555e-05
1915	9.321564797724821e-05
1916	9.289198018202599e-05
1917	9.256942704591952e-05
1918	9.224798189756694e-05
1919	9.192764200120855e-05
1920	9.160840635238095e-05
1921	9.129026471670219e-05
1922	9.097321870494086e-05
1923	9.065726326682504e-05
1924	9.034239214105072e-05
1925	9.002860452926416e-05
1926	8.971589628205238e-05
1927	8.94042603784304e-05
1928	8.909369779950777e-05
1929	8.878420108691543e-05
1930	8.847576593001525e-05
1931	8.816839303592034e-05
1932	8.786207370905398e-05
1933	8.755680707087653e-05
1934	8.725258993237897e-05
1935	8.694941597173732e-05
1936	8.664728265747575e-05
1937	8.634618895374808e-05
1938	8.604612523820533e-05
1939	8.574709305663007e-05
1940	8.544908755896756e-05
1941	8.515210288826989e-05
1942	8.485613825994279e-05
1943	8.456118974409418e-05
1944	8.42672507182688e-05
1945	8.397432210827527e-05
1946	8.368239682929682e-05
1947	8.339147085792585e-05
1948	8.310154480859838e-05
1949	8.281261048249778e-05
1950	8.252466704823955e-05
1951	8.223771148076645e-05
1952	8.195173778741377e-05
1953	8.166674362442977e-05
1954	8.138272792949557e-05
1955	8.109968165339946e-05
1956	8.081760627716216e-05
1957	8.053649714226506e-05
1958	8.025634876818878e-05
1959	7.997716038305518e-05
1960	7.969892826276682e-05
1961	7.942164615835532e-05
1962	7.914531494156571e-05
1963	7.886992788040061e-05
1964	7.859548121760254e-05
1965	7.832197548124774e-05
1966	7.804940293847632e-05
1967	7.777776280038174e-05
1968	7.750705219525128e-05
1969	7.723726544029753e-05
1970	7.69684003640842e-05
1971	7.670045588206611e-05
1972	7.643342348142418e-05
1973	7.616730457886252e-05
1974	7.59020946989618e-05
1975	7.563778871121466e-05
1976	7.537438585548648e-05
1977	7.511188260043977e-05
1978	7.485027304704982e-05
1979	7.4589558013991e-05
1980	7.432973110243132e-05
1981	7.407078880159326e-05
1982	7.381273155895009e-05
1983	7.355555207839423e-05
1984	7.329924960925945e-05
1985	7.304382142318574e-05
1986	7.278926212877126e-05
1987	7.253556971263561e-05
1988	7.228274307176423e-05
1989	7.203077419524211e-05
1990	7.177966443580784e-05
1991	7.152940949302452e-05
1992	7.128000456173444e-05
1993	7.103144889248844e-05
1994	7.078373913433524e-05
1995	7.053686971606909e-05
1996	7.029084140440528e-05
1997	7.004564811479791e-05
1998	6.980128656468078e-05
1999	6.955775712625678e-05
2000	6.93150529127556e-05
2001	6.907317320762689e-05
2002	6.883211541654607e-05
2003	6.859187442209275e-05
2004	6.835244835563873e-05
2005	6.811383609900282e-05
2006	6.787603011080461e-05
2007	6.763903168050057e-05
2008	6.74028366745624e-05
2009	6.716744059023348e-05
2010	6.69328426877808e-05
2011	6.669903978510261e-05
2012	6.64660266178289e-05
2013	6.623380390198223e-05
2014	6.600236584955647e-05
2015	6.577170938907868e-05
2016	6.554183482248233e-05
2017	6.531273564661761e-05
2018	6.508441117541011e-05
2019	6.485685893970273e-05
2020	6.463007407973473e-05
2021	6.44040548593954e-05
2022	6.41788001484401e-05
2023	6.395430284452545e-05
2024	6.373056417479969e-05
2025	6.350758016505779e-05
2026	6.328534659348896e-05
2027	6.306386272923484e-05
2028	6.284312554833176e-05
2029	6.262313007370517e-05
2030	6.240387697206579e-05
2031	6.218536073510684e-05
2032	6.196757848678568e-05
2033	6.17505304636229e-05
2034	6.153421052185484e-05
2035	6.131861800276378e-05
2036	6.110375055430482e-05
2037	6.0889603559004105e-05
2038	6.067617540208061e-05
2039	6.046346494424858e-05
2040	6.025146549377885e-05
2041	6.004017821677026e-05
2042	5.982959929112476e-05
2043	5.961972475624909e-05
2044	5.941055388962511e-05
2045	5.920208381546811e-05
2046	5.899430982587486e-05
2047	5.878723253992336e-05
